MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Lot_Shape,Land_Contour,Lot_Config,Neighborhood,Condition_1,Bldg_Type,House_Style,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Qual,Exter_Cond,Foundation,Bsmt_Qual,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating_QC,First_Flr_SF,Second_Flr_SF,Low_Qual_Fin_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,Kitchen_Qual,Fireplaces,Fireplace_Qu,Garage_Type,Garage_Finish,Garage_Area,Garage_Qual,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Fence,Misc_Val,Year_Sold,Sale_Type,Sale_Condition
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',74.0,8899.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',7,4,2007.0,2007.0,b'Hip',b'VinylSd',b'VinylSd',b'Stone',108.0,3,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,908.0,948.0,4,948.0,1140.0,0.0,2088.0,0.0,0.0,2.0,1.0,4.0,1.0,3,1.0,4,b'BuiltIn',b'Fin',656.0,3,100.0,24.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',85.0,10574.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',7,4,2004.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'Stone',126.0,2,2,b'PConc',5,3,1,b'GLQ',3.0,b'Unf',0.0,292.0,1148.0,4,1170.0,1162.0,0.0,2332.0,1.0,0.0,2.0,1.0,4.0,1.0,4,1.0,4,b'BuiltIn',b'Fin',756.0,3,224.0,142.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',106.0,12720.0,b'Regular',b'HLS',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'One_Story',9,4,2003.0,2003.0,b'Hip',b'MetalSd',b'MetalSd',b'Stone',680.0,3,2,b'PConc',5,3,4,b'GLQ',3.0,b'Unf',0.0,278.0,2535.0,4,2470.0,0.0,0.0,2470.0,2.0,0.0,1.0,1.0,1.0,1.0,4,2.0,4,b'Attchd',b'Fin',789.0,3,154.0,65.0,0.0,0.0,216.0,144.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',110.0,13688.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',8,4,2003.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',664.0,2,2,b'PConc',5,3,3,b'GLQ',3.0,b'Unf',0.0,556.0,1572.0,4,1572.0,1096.0,0.0,2668.0,1.0,0.0,2.0,1.0,3.0,1.0,4,2.0,4,b'BuiltIn',b'Fin',726.0,3,400.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',85.0,10625.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',6,4,2003.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',292.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,132.0,998.0,4,1006.0,1040.0,0.0,2046.0,1.0,0.0,2.0,1.0,3.0,1.0,3,1.0,4,b'BuiltIn',b'RFn',871.0,3,320.0,62.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',92.0,10845.0,b'Slightly_Irregular',b'Lvl',b'Corner',b'Northridge_Heights',b'Norm',b'OneFam',b'One_Story',7,4,2003.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',504.0,2,2,b'PConc',4,3,2,b'GLQ',3.0,b'Unf',0.0,454.0,1603.0,4,1575.0,0.0,0.0,1575.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,3,b'Attchd',b'Fin',732.0,3,216.0,28.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',130.0,16900.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',7,4,2001.0,2002.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',1110.0,2,2,b'PConc',5,3,2,b'GLQ',3.0,b'Unf',0.0,404.0,1479.0,4,1515.0,1134.0,0.0,2649.0,1.0,0.0,2.0,1.0,4.0,1.0,3,1.0,3,b'Attchd',b'Fin',746.0,3,0.0,60.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',112.0,16451.0,b'Slightly_Irregular',b'Lvl',b'Corner',b'Northridge_Heights',b'Norm',b'OneFam',b'Two_Story',7,4,2003.0,2003.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',221.0,2,2,b'PConc',5,3,4,b'Unf',7.0,b'Unf',0.0,1765.0,1765.0,4,1804.0,886.0,0.0,2690.0,0.0,0.0,2.0,1.0,4.0,1.0,3,1.0,4,b'BuiltIn',b'Fin',795.0,3,268.0,58.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',58.0,10110.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',8,4,2008.0,2008.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',492.0,3,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,1486.0,1858.0,4,1866.0,0.0,0.0,1866.0,1.0,0.0,2.0,0.0,2.0,1.0,4,1.0,4,b'Attchd',b'Fin',870.0,3,0.0,48.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'New',b'Partial'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',65.0,8769.0,b'Regular',b'Lvl',b'Corner',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',8,4,2008.0,2008.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',766.0,3,2,b'PConc',5,3,1,b'GLQ',3.0,b'Unf',0.0,162.0,1702.0,4,1702.0,0.0,0.0,1702.0,1.0,0.0,1.0,1.0,1.0,1.0,4,1.0,4,b'Attchd',b'Fin',1052.0,3,0.0,72.0,0.0,0.0,224.0,0.0,b'No_Fence',0.0,2008.0,b'New',b'Partial'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',135.0,12304.0,b'Irregular',b'Lvl',b'Corner',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',6,4,2005.0,2005.0,b'Gable',b'VinylSd',b'VinylSd',b'Stone',144.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,1347.0,1367.0,4,1367.0,0.0,0.0,1367.0,0.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'RFn',484.0,3,0.0,33.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',62.0,12677.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',7,4,2003.0,2004.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',472.0,3,2,b'PConc',5,3,4,b'GLQ',3.0,b'Unf',0.0,300.0,1518.0,4,1518.0,0.0,0.0,1518.0,0.0,0.0,1.0,1.0,1.0,1.0,4,1.0,4,b'Attchd',b'RFn',588.0,3,185.0,140.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',63.0,8849.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',8,4,2005.0,2005.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',616.0,3,2,b'PConc',5,3,1,b'GLQ',3.0,b'Unf',0.0,1656.0,1684.0,4,1684.0,0.0,0.0,1684.0,0.0,0.0,2.0,0.0,2.0,1.0,4,1.0,5,b'Attchd',b'RFn',564.0,3,495.0,72.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',89.0,8232.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',8,4,2007.0,2008.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',714.0,3,2,b'PConc',5,3,1,b'GLQ',3.0,b'Unf',0.0,596.0,1800.0,4,1800.0,0.0,0.0,1800.0,1.0,0.0,2.0,0.0,2.0,1.0,4,1.0,4,b'Attchd',b'RFn',944.0,3,210.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'New',b'Partial'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',48.0,6240.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',7,4,2006.0,2007.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',176.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,496.0,1342.0,4,1342.0,0.0,0.0,1342.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'Fin',550.0,3,0.0,35.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',48.0,6240.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',7,4,2006.0,2007.0,b'Hip',b'MetalSd',b'MetalSd',b'BrkFace',196.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,1318.0,1342.0,4,1342.0,0.0,0.0,1342.0,0.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'RFn',550.0,3,0.0,35.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',36.0,2448.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'Twnhs',b'Two_Story',6,4,2003.0,2004.0,b'Gable',b'VinylSd',b'Wd Shng',b'Stone',106.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,764.0,764.0,4,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2.0,1.0,3,0.0,0,b'BuiltIn',b'RFn',474.0,3,0.0,27.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_PUD_1946_and_Newer',b'Residential_Low_Density',36.0,2448.0,b'Regular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'Twnhs',b'Two_Story',6,4,2003.0,2004.0,b'Gable',b'VinylSd',b'Wd Shng',b'Stone',106.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,191.0,764.0,4,764.0,862.0,0.0,1626.0,1.0,0.0,2.0,1.0,2.0,1.0,3,0.0,0,b'BuiltIn',b'RFn',474.0,3,0.0,27.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',59.0,8198.0,b'Regular',b'Lvl',b'FR3',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',6,4,2004.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'Stone',146.0,2,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,638.0,1358.0,4,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'RFn',484.0,3,192.0,30.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',0.0,3940.0,b'Regular',b'Lvl',b'Inside',b'Bloomington_Heights',b'Norm',b'TwnhsE',b'One_Story',6,4,2003.0,2003.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',143.0,2,2,b'PConc',4,3,4,b'GLQ',3.0,b'Unf',0.0,342.0,1415.0,4,1455.0,0.0,0.0,1455.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,3,b'Attchd',b'Fin',644.0,3,156.0,20.0,0.0,0.0,144.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Medium_Density',0.0,3940.0,b'Regular',b'Lvl',b'Inside',b'Bloomington_Heights',b'Norm',b'TwnhsE',b'One_Story',6,4,2004.0,2004.0,b'Hip',b'VinylSd',b'VinylSd',b'BrkFace',24.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,306.0,1393.0,4,1576.0,0.0,0.0,1576.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,3,b'Attchd',b'RFn',668.0,3,143.0,20.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',43.0,3182.0,b'Regular',b'Lvl',b'Inside',b'Bloomington_Heights',b'Norm',b'TwnhsE',b'One_Story',6,4,2005.0,2006.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',14.0,2,2,b'PConc',4,4,1,b'GLQ',3.0,b'Unf',0.0,1330.0,1346.0,4,1504.0,0.0,0.0,1504.0,0.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'Fin',437.0,3,156.0,20.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',43.0,3182.0,b'Regular',b'Lvl',b'Inside',b'Bloomington_Heights',b'Norm',b'OneFam',b'One_Story',6,4,2007.0,2007.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',16.0,2,2,b'PConc',4,3,3,b'Unf',7.0,b'Unf',0.0,1266.0,1266.0,4,1266.0,0.0,0.0,1266.0,0.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'Fin',388.0,3,100.0,16.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',53.0,3710.0,b'Regular',b'Lvl',b'Inside',b'Bloomington_Heights',b'Norm',b'OneFam',b'One_Story',6,4,2007.0,2008.0,b'Gable',b'WdShing',b'Wd Shng',b'BrkFace',20.0,2,2,b'PConc',4,3,4,b'Unf',7.0,b'Unf',0.0,1146.0,1146.0,4,1246.0,0.0,0.0,1246.0,0.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'Fin',428.0,3,100.0,24.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'New',b'Partial'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',80.0,9024.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',5,4,2004.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,789.0,789.0,4,813.0,702.0,0.0,1515.0,0.0,0.0,2.0,1.0,3.0,1.0,3,1.0,4,b'Attchd',b'Fin',393.0,3,0.0,75.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',62.0,7415.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',5,4,2004.0,2004.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,1,2,b'PConc',3,3,1,b'GLQ',3.0,b'Unf',0.0,80.0,839.0,4,864.0,729.0,0.0,1593.0,1.0,0.0,2.0,1.0,3.0,1.0,2,1.0,3,b'Attchd',b'Fin',398.0,3,100.0,75.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Split_or_Multilevel',b'Residential_Low_Density',59.0,9587.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'SLvl',6,4,2005.0,2005.0,b'Gable',b'VinylSd',b'VinylSd',b'Stone',182.0,2,2,b'PConc',4,3,4,b'GLQ',3.0,b'Unf',0.0,201.0,856.0,4,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2.0,1.0,3,0.0,0,b'Attchd',b'Fin',400.0,3,212.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',51.0,8029.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',5,4,2005.0,2005.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,1,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,728.0,728.0,4,728.0,728.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,3,0.0,0,b'Attchd',b'Fin',400.0,3,100.0,24.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',0.0,8010.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',6,4,2002.0,2003.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,840.0,840.0,4,840.0,880.0,0.0,1720.0,0.0,0.0,2.0,1.0,3.0,1.0,3,1.0,4,b'BuiltIn',b'Fin',400.0,3,138.0,48.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',0.0,8396.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',6,4,2003.0,2003.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',196.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,847.0,847.0,4,847.0,1139.0,0.0,1986.0,0.0,0.0,2.0,1.0,4.0,1.0,3,1.0,4,b'BuiltIn',b'Fin',434.0,3,120.0,48.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_PUD_1946_and_Newer',b'Residential_Low_Density',55.0,7301.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge_Heights',b'Norm',b'TwnhsE',b'One_Story',6,5,2007.0,2008.0,b'Gable',b'VinylSd',b'VinylSd',b'Stone',176.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,474.0,1350.0,4,1358.0,0.0,0.0,1358.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,4,b'Attchd',b'RFn',484.0,3,192.0,26.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'New',b'Partial'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',93.0,10261.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',5,4,2000.0,2000.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',318.0,1,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,936.0,936.0,4,962.0,830.0,0.0,1792.0,1.0,0.0,2.0,1.0,3.0,1.0,2,1.0,3,b'Attchd',b'Fin',451.0,3,0.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',71.0,8220.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',6,4,2000.0,2001.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',647.0,2,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,438.0,982.0,4,1008.0,884.0,0.0,1892.0,0.0,0.0,2.0,1.0,3.0,1.0,2,1.0,3,b'Attchd',b'RFn',431.0,3,108.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',60.0,15384.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'RRAn',b'OneFam',b'Two_Story',6,4,2004.0,2005.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,64.0,788.0,4,788.0,702.0,0.0,1490.0,1.0,0.0,2.0,1.0,3.0,1.0,3,1.0,4,b'Attchd',b'Fin',388.0,3,100.0,75.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',0.0,7750.0,b'Regular',b'Lvl',b'Inside',b'Gilbert',b'RRAn',b'OneFam',b'Two_Story',6,4,2002.0,2002.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,707.0,707.0,4,707.0,707.0,0.0,1414.0,0.0,0.0,2.0,1.0,3.0,1.0,3,1.0,4,b'Attchd',b'Fin',403.0,3,100.0,35.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',41.0,12460.0,b'Slightly_Irregular',b'Lvl',b'FR2',b'Gilbert',b'RRAn',b'OneFam',b'Two_Story',6,4,1999.0,2000.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,167.0,1037.0,4,1037.0,1285.0,0.0,2322.0,0.0,0.0,2.0,1.0,4.0,1.0,2,1.0,3,b'BuiltIn',b'Fin',400.0,3,144.0,44.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',77.0,8390.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Gilbert',b'Norm',b'OneFam',b'Two_Story',6,4,1999.0,1999.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,1,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,831.0,831.0,4,873.0,778.0,0.0,1651.0,0.0,0.0,2.0,1.0,3.0,1.0,2,1.0,3,b'BuiltIn',b'Fin',450.0,3,0.0,103.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_and_Half_Story_All_Ages',b'Residential_Low_Density',84.0,9660.0,b'Regular',b'Lvl',b'Inside',b'Northridge',b'Norm',b'OneFam',b'Two_and_Half_Unf',7,4,1997.0,1997.0,b'Hip',b'HdBoard',b'HdBoard',b'BrkFace',1290.0,2,2,b'PConc',4,3,1,b'Unf',7.0,b'Unf',0.0,1173.0,1173.0,4,1182.0,1017.0,0.0,2199.0,0.0,0.0,2.0,1.0,3.0,1.0,3,1.0,3,b'Attchd',b'Fin',516.0,3,0.0,131.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',80.0,9200.0,b'Regular',b'Lvl',b'Inside',b'Northridge',b'Norm',b'OneFam',b'Two_Story',7,4,1998.0,1998.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',473.0,2,2,b'PConc',4,3,1,b'GLQ',3.0,b'Unf',0.0,484.0,1470.0,3,1470.0,1160.0,0.0,2630.0,1.0,0.0,2.0,1.0,4.0,1.0,3,1.0,3,b'Attchd',b'Fin',696.0,3,0.0,66.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',84.0,14260.0,b'Slightly_Irregular',b'Lvl',b'FR2',b'Northridge',b'Norm',b'OneFam',b'Two_Story',7,4,2000.0,2000.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',350.0,2,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,490.0,1145.0,4,1145.0,1053.0,0.0,2198.0,1.0,0.0,2.0,1.0,4.0,1.0,3,1.0,3,b'Attchd',b'RFn',836.0,3,192.0,84.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',0.0,11000.0,b'Regular',b'Lvl',b'FR2',b'Northridge',b'Norm',b'OneFam',b'Two_Story',8,4,2000.0,2000.0,b'Hip',b'VinylSd',b'VinylSd',b'BrkFace',295.0,2,2,b'PConc',5,3,2,b'Unf',7.0,b'Unf',0.0,1519.0,1519.0,4,1533.0,639.0,0.0,2172.0,0.0,0.0,2.0,1.0,4.0,1.0,4,1.0,3,b'BuiltIn',b'RFn',687.0,3,162.0,153.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'One_Story_1946_and_Newer_All_Styles',b'Residential_Low_Density',136.0,11675.0,b'Slightly_Irregular',b'Lvl',b'Inside',b'Northridge',b'Norm',b'OneFam',b'One_Story',7,4,1998.0,1998.0,b'Gable',b'VinylSd',b'VinylSd',b'BrkFace',495.0,2,2,b'PConc',4,3,3,b'GLQ',3.0,b'Unf',0.0,322.0,1982.0,4,2006.0,0.0,0.0,2006.0,1.0,0.0,2.0,0.0,2.0,1.0,3,1.0,3,b'Attchd',b'Fin',938.0,3,144.0,33.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
b'Two_Story_1946_and_Newer',b'Residential_Low_Density',97.0,10990.0,b'Slightly_Irregular',b'Lvl',b'CulDSac',b'Northridge',b'Norm',b'OneFam',b'Two_Story',6,4,1996.0,1997.0,b'Gable',b'VinylSd',b'VinylSd',b'None',0.0,2,2,b'PConc',5,3,1,b'GLQ',3.0,b'Unf',0.0,213.0,1064.0,4,1064.0,1061.0,0.0,2125.0,1.0,0.0,2.0,1.0,4.0,1.0,3,2.0,3,b'Attchd',b'RFn',576.0,3,168.0,0.0,0.0,0.0,0.0,0.0,b'No_Fence',0.0,2008.0,b'WD ',b'Normal'
